employee_id,age,gender,marital_status,department,job_role,education_level,years_at_company,years_in_role,monthly_salary,salary_hike_pct,job_satisfaction,work_life_balance,environment_satisfaction,overtime,business_travel,num_companies_worked,distance_from_home_km,performance_rating,training_hours_last_year,attrition
EMP0638,41,Female,Single,Sales,Business Development Manager,Post-Graduate,3,3,75659,12,4,4,3,Yes,Rarely,3,52,3,68,No
EMP0639,57,Female,Divorced,Finance,Finance Manager,Graduate,13,1,125783,25,3,3,2,No,No Travel,1,8,4,63,No
EMP0640,31,Female,Married,HR,HR Manager,Post-Graduate,0,0,49114,25,4,3,4,No,No Travel,2,20,1,55,No
EMP0641,50,Male,Single,HR,HR Business Partner,Post-Graduate,9,3,90641,13,3,3,4,No,Rarely,3,44,2,22,No
EMP0642,55,Male,Single,HR,HR Business Partner,Graduate,2,2,59230,10,1,4,1,No,Frequently,0,35,3,77,Yes
EMP0643,52,Male,Married,Technology,Software Engineer,Post-Graduate,1,1,98020,18,1,1,3,No,Rarely,6,9,3,68,No
EMP0644,26,Male,Married,Operations,Operations Analyst,Doctorate,14,0,83364,3,2,2,1,No,Rarely,3,22,3,65,Yes
EMP0645,28,Male,Married,HR,HR Manager,Post-Graduate,14,2,105108,7,2,2,3,Yes,Frequently,0,37,3,79,No
EMP0646,49,Male,Married,HR,Talent Acquisition Specialist,Graduate,4,2,74848,18,3,4,1,No,Frequently,4,51,3,53,No
EMP0647,38,Female,Single,Technology,Software Engineer,Post-Graduate,7,0,141425,9,3,4,4,No,Rarely,2,1,3,50,No
EMP0648,49,Female,Married,Sales,Account Manager,Graduate,1,1,68913,19,1,2,3,No,Rarely,4,20,4,4,Yes
EMP0649,33,Male,Married,Operations,Operations Analyst,Post-Graduate,2,2,56669,8,3,3,4,No,Rarely,3,23,4,45,No
EMP0650,47,Female,Married,Technology,Tech Lead,Post-Graduate,6,3,143849,5,3,1,3,No,No Travel,1,8,3,40,No
EMP0651,31,Female,Single,Technology,QA Engineer,Graduate,13,5,176014,25,3,3,2,Yes,Rarely,0,28,2,38,Yes
EMP0652,44,Male,Married,HR,HR Executive,Graduate,13,1,102162,25,4,1,3,No,Rarely,4,24,3,72,No
EMP0653,48,Female,Married,Operations,Operations Manager,Graduate,13,5,89675,12,4,3,4,No,Rarely,6,11,4,51,No
EMP0654,54,Female,Married,Finance,Finance Manager,Post-Graduate,10,4,118574,6,2,2,3,No,Frequently,4,44,3,47,No
EMP0655,41,Male,Single,Operations,Team Lead,Post-Graduate,1,1,46699,12,2,3,4,No,Rarely,1,26,4,23,No
EMP0656,43,Male,Married,Operations,Process Associate,Graduate,1,0,46635,14,3,4,2,No,No Travel,2,14,4,3,No
EMP0657,46,Female,Single,Operations,Operations Manager,Graduate,7,1,75170,3,1,3,2,No,Rarely,3,3,3,20,No
EMP0658,22,Female,Single,Operations,Process Associate,Graduate,8,0,78234,8,2,1,3,No,Frequently,2,17,4,9,No
EMP0659,41,Female,Divorced,Finance,Senior Accountant,Post-Graduate,13,2,131018,14,4,4,2,Yes,No Travel,5,39,3,21,No
EMP0660,52,Male,Married,Finance,Financial Analyst,Graduate,9,1,123550,6,3,3,2,Yes,Frequently,4,35,4,24,No
EMP0661,39,Female,Single,Technology,QA Engineer,Graduate,3,3,124974,23,4,3,3,No,No Travel,4,48,3,14,No
EMP0662,38,Male,Single,Sales,Sales Executive,Post-Graduate,5,5,92635,19,4,3,3,Yes,Rarely,0,54,2,16,Yes
EMP0663,45,Female,Single,Operations,Operations Analyst,Post-Graduate,1,1,49249,6,1,3,3,Yes,No Travel,5,11,4,64,No
EMP0664,28,Male,Married,Sales,Business Development Manager,Post-Graduate,0,0,69929,11,3,4,2,No,Frequently,3,27,3,20,No
EMP0665,32,Female,Single,Sales,Business Development Manager,Post-Graduate,14,3,116054,5,3,2,3,No,Rarely,6,47,4,14,No
EMP0666,57,Male,Married,Sales,Sales Executive,Graduate,6,5,92583,11,4,4,4,No,Frequently,2,49,3,35,Yes
EMP0667,50,Male,Married,Finance,Financial Analyst,Post-Graduate,14,6,122197,10,4,3,3,No,No Travel,6,58,4,61,No
EMP0668,28,Female,Single,Technology,QA Engineer,Doctorate,6,1,146387,25,2,2,4,Yes,Rarely,3,41,4,80,Yes
EMP0669,51,Male,Married,HR,HR Manager,Graduate,1,1,58672,20,4,3,1,No,Rarely,0,11,3,11,No
EMP0670,25,Female,Divorced,Sales,Account Manager,Graduate,8,5,99406,17,3,1,3,Yes,Frequently,2,20,2,63,No
EMP0671,45,Male,Married,Technology,QA Engineer,Graduate,11,1,173181,21,3,2,3,Yes,No Travel,0,15,3,68,No
EMP0672,44,Female,Married,Sales,Sales Executive,Graduate,4,1,79537,13,2,1,3,Yes,Rarely,4,44,3,53,Yes
EMP0673,50,Male,Married,Operations,Operations Analyst,Post-Graduate,1,1,46403,11,4,4,2,No,No Travel,4,18,2,21,No
EMP0674,37,Male,Married,Technology,DevOps Engineer,Post-Graduate,15,4,184359,3,4,3,3,No,No Travel,3,10,4,10,No
EMP0675,52,Male,Married,Operations,Operations Analyst,Post-Graduate,1,1,55679,21,4,3,4,Yes,Rarely,1,45,3,76,Yes
EMP0676,54,Male,Married,HR,HR Executive,Graduate,3,0,72578,7,4,3,3,Yes,Rarely,4,18,2,55,No
EMP0677,22,Female,Single,Operations,Process Associate,Post-Graduate,11,4,85514,9,1,1,3,No,Rarely,7,31,3,26,Yes
EMP0678,22,Male,Married,Sales,Sales Executive,Post-Graduate,1,1,66044,22,1,2,4,No,No Travel,3,24,1,41,Yes
EMP0679,54,Male,Married,Technology,Data Analyst,Graduate,6,3,142941,9,3,3,3,Yes,Rarely,0,8,3,6,No
EMP0680,23,Female,Divorced,Operations,Team Lead,Graduate,11,3,83393,19,4,2,4,No,Rarely,2,16,3,45,No
EMP0681,44,Female,Married,Technology,Tech Lead,Graduate,12,3,184568,8,4,2,1,No,Rarely,0,5,3,23,No
EMP0682,29,Male,Single,HR,HR Manager,Post-Graduate,6,0,81942,3,1,2,4,No,Rarely,6,46,3,27,Yes
EMP0683,40,Male,Married,Finance,Finance Manager,Graduate,9,0,114481,18,3,4,2,No,Rarely,7,39,3,58,No
EMP0684,29,Female,Married,HR,Talent Acquisition Specialist,Graduate,5,0,81553,14,2,3,3,Yes,Rarely,6,22,3,69,No
EMP0685,44,Female,Single,Sales,Account Manager,Graduate,7,4,104982,21,3,3,2,No,No Travel,4,46,3,41,No
EMP0686,38,Female,Married,Operations,Team Lead,Post-Graduate,0,0,52589,22,3,4,2,Yes,No Travel,3,54,3,35,No
EMP0687,28,Male,Married,Operations,Team Lead,Graduate,15,6,82195,9,3,2,2,Yes,Rarely,0,37,2,77,No
EMP0688,58,Female,Married,Operations,Operations Analyst,Graduate,2,2,51909,16,2,4,3,Yes,Rarely,7,43,3,76,No
EMP0689,26,Male,Divorced,Sales,Business Development Manager,Post-Graduate,7,0,91357,24,3,2,2,Yes,Frequently,1,6,4,2,Yes
EMP0690,56,Female,Single,Finance,Accounts Executive,Graduate,4,4,95498,4,3,3,4,No,Rarely,6,59,4,27,No
EMP0691,52,Male,Single,Sales,Sales Lead,Post-Graduate,8,4,109003,11,4,3,2,Yes,Rarely,4,59,2,6,No
EMP0692,31,Male,Single,Operations,Team Lead,Graduate,10,2,85823,8,2,4,1,Yes,No Travel,1,47,2,26,No
EMP0693,55,Male,Single,Sales,Sales Lead,Graduate,8,3,105737,3,3,3,3,No,Rarely,2,22,2,35,No
EMP0694,43,Female,Married,Finance,Senior Accountant,Graduate,11,6,132452,20,3,3,4,No,Rarely,2,18,1,79,No
EMP0695,36,Female,Married,Sales,Account Manager,Graduate,8,1,97879,18,1,2,3,No,Rarely,1,1,2,6,Yes
EMP0696,48,Male,Single,Operations,Process Associate,Graduate,15,2,92076,6,3,4,4,Yes,Rarely,0,8,1,77,No
EMP0697,39,Male,Single,Sales,Sales Executive,Graduate,7,3,100198,24,3,3,2,No,Rarely,7,41,3,61,No
EMP0698,39,Male,Divorced,HR,HR Executive,Doctorate,14,4,93115,20,3,4,3,No,Rarely,4,3,4,55,No
EMP0699,38,Male,Married,Operations,Operations Analyst,Post-Graduate,11,5,84552,14,1,1,2,Yes,Rarely,5,28,2,61,No
EMP0700,36,Male,Married,Finance,Finance Manager,Graduate,11,5,121970,21,3,2,1,No,Frequently,7,44,3,27,No
EMP0701,58,Male,Married,Technology,Data Analyst,Graduate,6,1,146165,3,2,4,4,No,Frequently,2,37,3,45,Yes
EMP0702,26,Female,Married,Sales,Sales Executive,Graduate,6,4,93474,23,2,4,4,No,No Travel,1,43,3,45,No
EMP0703,29,Male,Married,Operations,Operations Analyst,Post-Graduate,10,6,77625,23,4,1,3,No,Rarely,5,46,1,53,No
EMP0704,23,Male,Single,HR,Talent Acquisition Specialist,Graduate,5,3,76025,9,3,2,1,Yes,No Travel,3,32,3,70,No
EMP0705,43,Male,Single,Sales,Business Development Manager,Post-Graduate,7,5,101021,5,1,3,3,No,No Travel,5,13,3,34,Yes
EMP0706,31,Female,Single,Finance,Accounts Executive,Graduate,4,4,99285,25,4,3,3,No,Rarely,1,27,3,11,No
EMP0707,36,Male,Single,Sales,Sales Executive,Graduate,10,4,111227,20,2,3,3,Yes,Rarely,2,53,3,75,No
EMP0708,45,Female,Married,Technology,Data Analyst,Graduate,3,2,112101,12,2,2,3,No,Frequently,4,42,3,48,No
EMP0709,23,Male,Single,Technology,Tech Lead,Post-Graduate,0,0,101578,15,4,3,3,No,Rarely,7,6,2,48,Yes
EMP0710,24,Female,Married,Finance,Finance Manager,Graduate,15,2,126809,6,2,3,4,Yes,Frequently,7,47,3,41,No
EMP0711,29,Male,Married,Sales,Business Development Manager,Graduate,1,1,66673,17,4,2,2,No,No Travel,0,15,3,29,No
EMP0712,42,Female,Married,Technology,QA Engineer,Post-Graduate,4,4,118790,5,4,3,4,No,No Travel,2,24,2,36,No
EMP0713,30,Male,Married,Finance,Finance Manager,Graduate,7,3,102719,11,3,3,2,No,Rarely,0,18,4,47,No
EMP0714,27,Male,Single,Finance,Financial Analyst,Post-Graduate,1,1,70962,9,2,3,4,No,No Travel,2,50,2,4,Yes
EMP0715,37,Male,Married,Finance,Senior Accountant,Post-Graduate,9,5,115864,23,1,3,2,No,Rarely,5,27,3,30,Yes
EMP0716,58,Female,Married,Operations,Team Lead,Graduate,0,0,48623,8,1,2,2,Yes,No Travel,0,55,4,54,Yes
EMP0717,52,Male,Married,Operations,Process Associate,Post-Graduate,6,2,63510,20,4,3,4,No,Rarely,4,56,3,2,No
EMP0718,26,Female,Single,Finance,Accounts Executive,Post-Graduate,12,1,126787,10,4,3,3,No,Rarely,3,21,3,54,No
EMP0719,44,Male,Married,Finance,Financial Analyst,Post-Graduate,3,2,91609,3,2,2,4,No,No Travel,4,25,3,12,No
EMP0720,24,Male,Single,Technology,Tech Lead,Graduate,9,6,158278,15,2,2,4,Yes,Rarely,0,44,3,38,No
EMP0721,22,Female,Single,Sales,Account Manager,Graduate,3,3,74036,25,2,1,2,Yes,No Travel,0,57,4,39,No
EMP0722,56,Female,Single,Sales,Sales Lead,Post-Graduate,13,4,121949,3,3,4,1,No,Frequently,6,3,3,32,No
EMP0723,30,Male,Married,Finance,Accounts Executive,Graduate,5,4,95189,14,4,2,1,No,No Travel,6,56,4,60,No
EMP0724,52,Male,Married,HR,HR Manager,Post-Graduate,9,0,88380,17,1,4,4,No,Rarely,5,18,3,42,No
EMP0725,40,Female,Single,Sales,Business Development Manager,Doctorate,12,1,113968,4,4,3,3,No,Rarely,2,21,2,38,No
EMP0726,41,Male,Divorced,Sales,Sales Executive,Graduate,5,4,92204,16,3,2,2,No,No Travel,3,39,3,50,No
EMP0727,25,Female,Married,Finance,Finance Manager,Graduate,7,2,102950,11,2,2,3,No,Rarely,5,50,3,58,Yes
EMP0728,28,Female,Divorced,Technology,Data Analyst,Graduate,1,1,111601,6,3,1,1,No,Frequently,1,21,3,17,Yes
EMP0729,57,Male,Single,Technology,Tech Lead,Graduate,15,0,184784,9,2,3,2,No,No Travel,4,22,3,2,No
EMP0730,53,Male,Married,Sales,Account Manager,Graduate,12,4,124009,9,2,4,3,Yes,Rarely,0,19,3,52,No
EMP0731,54,Male,Married,Sales,Sales Executive,Graduate,9,6,102061,21,3,2,2,No,Frequently,4,10,3,13,No
EMP0732,47,Male,Married,HR,HR Manager,Post-Graduate,11,4,100670,7,3,2,2,No,Rarely,1,50,3,79,No
EMP0733,44,Male,Married,Technology,Tech Lead,Post-Graduate,7,0,141920,20,4,3,2,No,Rarely,4,22,3,57,No
EMP0734,55,Male,Married,Technology,DevOps Engineer,Doctorate,13,6,187433,22,3,2,4,No,Rarely,7,27,3,60,No
EMP0735,53,Male,Single,Technology,Tech Lead,Post-Graduate,5,3,132851,3,1,3,4,No,Frequently,2,47,3,0,Yes
EMP0736,56,Male,Married,Operations,Team Lead,Post-Graduate,8,0,81677,15,2,3,2,Yes,Rarely,5,12,4,20,No
EMP0737,34,Male,Married,Finance,Accounts Executive,Post-Graduate,14,5,125853,25,3,4,2,Yes,Rarely,3,6,3,32,No
EMP0738,48,Male,Married,Finance,Finance Manager,Doctorate,0,0,79713,14,4,3,3,No,Rarely,3,42,3,79,No
EMP0739,55,Female,Married,Sales,Sales Executive,Graduate,10,1,106463,7,1,2,4,No,Rarely,3,56,3,52,No
EMP0740,57,Male,Single,Technology,Tech Lead,Graduate,0,0,97488,22,3,4,3,Yes,Rarely,3,35,4,43,No
EMP0741,30,Male,Married,Operations,Team Lead,Graduate,14,6,95376,19,4,4,4,Yes,No Travel,3,2,4,58,No
EMP0742,25,Female,Single,Sales,Sales Lead,Graduate,1,1,76410,15,4,4,1,No,Frequently,4,49,3,55,No
EMP0743,51,Female,Married,Technology,Data Analyst,Post-Graduate,12,0,173274,12,3,4,3,No,No Travel,0,49,3,8,No
EMP0744,36,Male,Married,Sales,Sales Executive,Graduate,14,5,118785,23,2,3,3,Yes,Rarely,0,28,3,43,No
EMP0745,39,Male,Single,Operations,Team Lead,Post-Graduate,1,1,60970,8,4,3,2,Yes,Rarely,5,21,3,80,Yes
EMP0746,41,Male,Single,Operations,Operations Manager,Post-Graduate,10,2,88189,16,2,4,4,Yes,Frequently,1,44,3,56,No
EMP0747,26,Male,Married,Sales,Business Development Manager,Post-Graduate,10,1,106834,12,4,4,2,Yes,No Travel,5,3,3,13,No
EMP0748,23,Male,Married,Operations,Team Lead,Graduate,8,6,75094,20,2,4,3,No,Rarely,7,14,3,22,No
EMP0749,41,Female,Divorced,Sales,Sales Executive,Graduate,12,6,127290,21,2,3,4,Yes,No Travel,1,21,3,40,No
EMP0750,26,Male,Married,Sales,Account Manager,Graduate,12,4,124245,7,1,4,2,Yes,Rarely,3,1,3,72,No
EMP0751,25,Male,Married,Technology,Software Engineer,Post-Graduate,14,3,176342,16,3,4,3,Yes,Rarely,4,39,2,64,Yes
EMP0752,53,Female,Married,Finance,Senior Accountant,Graduate,11,4,125910,18,3,2,4,No,Rarely,0,8,2,39,No
EMP0753,42,Male,Married,Technology,Tech Lead,Graduate,13,4,174747,18,3,2,4,No,Rarely,7,38,4,72,No
EMP0754,56,Male,Married,Operations,Operations Manager,Post-Graduate,2,2,52705,4,4,2,3,No,Rarely,7,45,4,63,Yes
EMP0755,41,Male,Single,Sales,Account Manager,Post-Graduate,1,1,78149,25,2,3,3,Yes,No Travel,5,16,3,54,Yes
EMP0756,35,Male,Married,Technology,DevOps Engineer,Graduate,13,0,173557,20,4,3,2,No,Frequently,0,22,3,55,No
EMP0757,40,Male,Married,Technology,Software Engineer,Post-Graduate,3,2,112813,7,2,3,4,No,Rarely,4,55,3,7,Yes
EMP0758,22,Female,Single,Operations,Operations Analyst,Post-Graduate,4,2,71452,20,4,3,3,Yes,Rarely,0,41,1,52,No
EMP0759,48,Female,Single,Operations,Team Lead,Graduate,4,1,66505,14,4,2,2,No,No Travel,6,35,3,0,No
EMP0760,32,Female,Married,Sales,Account Manager,Doctorate,9,0,112075,14,4,3,3,Yes,Rarely,0,51,3,41,No
EMP0761,52,Female,Married,Sales,Business Development Manager,Post-Graduate,0,0,63493,11,3,3,4,No,Rarely,4,25,3,5,No
EMP0762,46,Male,Single,Technology,Data Analyst,Graduate,4,0,127477,13,4,3,3,No,No Travel,2,55,3,75,Yes
EMP0763,41,Male,Single,Finance,Accounts Executive,Post-Graduate,9,3,117813,8,2,2,3,Yes,Frequently,6,53,3,12,Yes
EMP0764,55,Male,Single,Operations,Team Lead,Graduate,6,6,70904,7,4,2,4,No,Frequently,0,29,3,65,No
EMP0765,38,Male,Single,Sales,Account Manager,Graduate,0,0,58255,14,2,1,4,No,Rarely,2,27,3,65,Yes
EMP0766,46,Female,Married,Sales,Sales Lead,Post-Graduate,0,0,61201,4,3,2,3,Yes,Frequently,3,56,2,18,No
EMP0767,53,Male,Single,Sales,Sales Executive,Graduate,3,3,83624,5,3,3,2,No,No Travel,3,44,3,32,No
EMP0768,54,Male,Married,HR,Talent Acquisition Specialist,Graduate,0,0,64165,22,3,3,2,No,No Travel,6,51,4,64,No
EMP0769,52,Female,Single,Operations,Process Associate,Graduate,3,3,56932,13,2,3,2,No,Rarely,0,18,3,20,Yes
EMP0770,22,Male,Divorced,Finance,Finance Manager,Post-Graduate,4,0,99680,11,4,2,4,No,No Travel,0,33,3,37,No
EMP0771,50,Female,Married,Sales,Account Manager,Doctorate,0,0,70003,22,4,3,2,No,No Travel,2,40,3,74,Yes
EMP0772,49,Male,Single,Technology,DevOps Engineer,Graduate,0,0,106975,17,1,4,1,No,Frequently,6,53,3,19,No
EMP0773,57,Male,Divorced,Sales,Sales Lead,Post-Graduate,14,0,113036,9,3,3,4,No,Rarely,4,20,3,42,No
EMP0774,56,Male,Married,Operations,Team Lead,Post-Graduate,11,6,82383,14,4,3,2,Yes,Rarely,2,57,3,29,No
EMP0775,47,Female,Divorced,HR,HR Executive,Post-Graduate,5,3,71536,15,3,2,4,Yes,Rarely,2,6,4,11,No
EMP0776,51,Female,Divorced,Technology,DevOps Engineer,Graduate,1,1,107800,19,3,2,2,Yes,Frequently,1,3,4,58,Yes
EMP0777,29,Male,Married,HR,HR Executive,Graduate,9,4,93875,12,3,2,2,Yes,Rarely,3,45,3,43,No
EMP0778,47,Male,Single,Technology,Tech Lead,Graduate,11,1,167390,25,2,2,2,Yes,Rarely,1,26,3,9,No
EMP0779,25,Male,Married,Finance,Senior Accountant,Post-Graduate,5,4,96516,18,1,3,3,No,Rarely,1,8,4,35,No
EMP0780,22,Female,Single,Finance,Financial Analyst,Doctorate,6,2,94433,15,4,3,3,Yes,Rarely,2,22,1,15,No
EMP0781,58,Male,Single,HR,HR Manager,Post-Graduate,8,3,81978,13,4,2,1,Yes,Rarely,4,26,3,67,No
EMP0782,46,Female,Married,HR,HR Manager,Post-Graduate,10,2,86451,24,4,3,3,No,No Travel,6,18,3,33,No
EMP0783,48,Female,Single,HR,HR Business Partner,Post-Graduate,11,1,101419,4,3,3,4,No,Frequently,3,48,4,50,No
EMP0784,39,Female,Single,Sales,Sales Executive,Post-Graduate,13,0,121627,23,2,4,1,No,Rarely,5,4,3,45,No
EMP0785,58,Female,Married,Sales,Account Manager,Graduate,11,3,120255,6,4,4,3,Yes,Rarely,5,28,4,38,No
EMP0786,40,Female,Married,Sales,Account Manager,Graduate,5,5,92532,12,1,2,4,No,Rarely,0,16,4,2,Yes
EMP0787,53,Male,Married,Operations,Operations Manager,Doctorate,15,5,90249,12,3,4,3,No,Rarely,7,52,2,50,No
EMP0788,57,Male,Married,Operations,Process Associate,Graduate,10,4,87047,11,4,1,4,Yes,Rarely,6,18,2,39,No
EMP0789,39,Female,Married,Finance,Financial Analyst,Post-Graduate,9,1,116678,23,3,2,1,No,No Travel,5,58,3,52,No
EMP0790,34,Male,Married,Sales,Account Manager,Post-Graduate,5,5,91523,20,1,2,2,Yes,Rarely,4,36,3,43,No
EMP0791,26,Male,Married,Operations,Operations Analyst,Graduate,3,1,61843,10,3,4,4,No,Frequently,2,17,3,33,No
EMP0792,42,Male,Married,HR,HR Business Partner,Graduate,0,0,50345,23,4,1,1,Yes,Frequently,7,40,3,56,No
EMP0793,29,Male,Single,Operations,Operations Analyst,Graduate,8,6,69816,18,3,2,2,No,Frequently,1,36,2,73,No
EMP0794,54,Female,Single,Finance,Financial Analyst,Post-Graduate,3,2,91620,13,1,2,3,Yes,No Travel,0,41,2,66,No
EMP0795,42,Male,Married,Operations,Team Lead,Post-Graduate,11,4,91366,5,2,2,2,No,No Travel,1,30,2,7,No
EMP0796,37,Female,Single,Technology,Tech Lead,Doctorate,7,5,146947,21,4,3,2,Yes,No Travel,5,53,3,44,No
EMP0797,39,Male,Married,Operations,Operations Analyst,Post-Graduate,5,5,71965,14,4,3,3,Yes,No Travel,2,17,3,70,No
EMP0798,35,Female,Divorced,Finance,Senior Accountant,Post-Graduate,6,2,103332,19,2,2,2,Yes,Rarely,7,60,1,78,Yes
EMP0799,29,Male,Married,Sales,Account Manager,Graduate,3,0,85691,7,4,3,1,Yes,Rarely,1,33,2,80,No
EMP0800,26,Female,Married,Sales,Sales Lead,Post-Graduate,6,1,87038,23,3,4,4,No,No Travel,0,4,4,14,No
EMP0801,54,Male,Married,Finance,Financial Analyst,Post-Graduate,11,0,120956,15,1,4,3,Yes,Rarely,7,23,3,70,No
EMP0802,42,Male,Single,Sales,Sales Lead,Post-Graduate,2,2,75515,5,3,1,4,No,Rarely,7,6,3,61,Yes
EMP0803,43,Female,Married,HR,Talent Acquisition Specialist,Graduate,1,1,63817,15,3,3,3,No,Frequently,1,21,1,78,No
EMP0804,23,Male,Single,Finance,Finance Manager,Post-Graduate,3,2,92054,17,3,1,1,No,Rarely,0,10,3,10,Yes
EMP0805,40,Female,Married,Sales,Account Manager,Graduate,2,0,81104,23,2,4,3,Yes,No Travel,4,36,4,14,No
EMP0806,24,Male,Single,Technology,DevOps Engineer,Graduate,2,2,107052,11,2,4,3,No,Frequently,7,24,4,11,No
EMP0807,22,Male,Single,Technology,QA Engineer,Post-Graduate,13,4,182866,13,3,3,2,No,Rarely,0,26,3,28,No
EMP0808,38,Female,Married,Operations,Team Lead,Graduate,3,3,63865,18,3,4,2,Yes,No Travel,0,42,3,64,No
EMP0809,56,Male,Married,Sales,Sales Lead,Post-Graduate,9,0,104281,16,1,3,1,No,Rarely,0,36,3,12,Yes
EMP0810,52,Male,Divorced,Sales,Sales Lead,Graduate,11,0,109724,25,3,3,3,Yes,No Travel,5,44,2,32,No
EMP0811,30,Female,Married,HR,Talent Acquisition Specialist,Graduate,5,5,78262,9,3,3,2,No,Frequently,3,51,4,20,No
EMP0812,51,Male,Single,Technology,DevOps Engineer,Doctorate,5,2,132464,3,3,4,4,Yes,Frequently,7,40,3,46,No
EMP0813,30,Female,Married,Finance,Accounts Executive,Graduate,10,3,123855,18,3,4,4,No,Rarely,7,4,3,49,No
EMP0814,47,Male,Married,Finance,Finance Manager,Graduate,6,3,108290,11,3,3,2,Yes,Rarely,7,5,3,13,No
EMP0815,26,Female,Divorced,HR,HR Business Partner,Post-Graduate,5,5,73827,16,1,2,3,No,No Travel,1,22,3,41,No
EMP0816,26,Male,Married,Sales,Business Development Manager,Graduate,7,4,101722,24,3,1,3,No,No Travel,7,6,3,41,No
EMP0817,40,Female,Divorced,HR,Talent Acquisition Specialist,Graduate,0,0,60343,21,1,4,4,No,No Travel,1,6,2,59,No
EMP0818,41,Male,Married,Technology,Software Engineer,Graduate,7,4,139567,18,3,4,4,No,Frequently,1,49,3,26,No
EMP0819,25,Male,Married,Technology,Data Analyst,Post-Graduate,9,4,153580,25,1,4,1,Yes,Frequently,5,60,4,66,Yes
EMP0820,28,Female,Single,Operations,Operations Manager,Post-Graduate,5,5,75241,9,2,3,3,Yes,Rarely,0,22,4,39,Yes
EMP0821,58,Female,Married,Sales,Sales Lead,Doctorate,2,2,77880,5,4,4,3,Yes,Rarely,7,30,3,34,No
EMP0822,43,Female,Single,Sales,Sales Executive,Graduate,5,4,84333,17,4,4,4,Yes,Rarely,6,16,2,60,No
EMP0823,35,Male,Single,Operations,Process Associate,Post-Graduate,6,3,62586,10,1,2,3,No,Frequently,7,56,4,10,No
EMP0824,50,Female,Single,Sales,Sales Executive,Post-Graduate,15,6,125182,13,2,2,2,Yes,Frequently,6,13,3,42,No
EMP0825,27,Female,Married,HR,Talent Acquisition Specialist,Graduate,7,0,75027,7,4,4,2,Yes,No Travel,2,2,2,21,No
EMP0826,47,Female,Married,Technology,Software Engineer,Graduate,4,1,127504,12,2,3,3,Yes,Rarely,1,7,3,46,No
EMP0827,53,Female,Married,Technology,QA Engineer,Graduate,3,3,118279,13,3,1,2,No,Rarely,1,1,3,29,No
EMP0828,32,Male,Single,HR,HR Business Partner,Post-Graduate,7,4,86412,13,3,4,4,No,No Travel,4,17,4,38,No
EMP0829,46,Male,Divorced,Sales,Sales Executive,Doctorate,11,4,119208,6,4,2,3,No,Rarely,4,14,1,28,No
EMP0830,46,Female,Single,Finance,Senior Accountant,Post-Graduate,0,0,78049,18,1,3,2,Yes,No Travel,6,10,3,55,No
EMP0831,34,Female,Married,HR,Talent Acquisition Specialist,Post-Graduate,4,3,78563,11,2,4,2,No,Rarely,3,10,3,25,No
EMP0832,37,Male,Married,Sales,Account Manager,Post-Graduate,15,5,116713,22,3,3,4,Yes,Rarely,7,12,4,0,No
EMP0833,32,Male,Married,HR,HR Executive,Graduate,1,1,55832,20,2,3,4,No,Frequently,2,7,4,22,Yes
EMP0834,44,Female,Single,Finance,Financial Analyst,Graduate,15,0,126100,14,3,2,4,Yes,No Travel,5,25,3,70,No
EMP0835,49,Female,Married,Finance,Finance Manager,Graduate,12,5,122045,20,3,1,3,No,Rarely,1,6,3,32,No
EMP0836,39,Male,Married,Sales,Sales Lead,Graduate,15,1,115026,21,3,3,3,No,Frequently,6,52,4,3,No
EMP0837,45,Male,Married,HR,HR Business Partner,Graduate,9,1,92455,19,2,3,1,Yes,Rarely,2,42,1,55,No
EMP0838,29,Female,Married,Operations,Team Lead,Post-Graduate,4,1,56614,24,4,3,3,Yes,Frequently,2,16,4,12,No
EMP0839,47,Male,Married,Sales,Sales Executive,Graduate,11,5,122636,14,3,2,3,Yes,Frequently,1,7,2,79,No
EMP0840,35,Female,Single,Sales,Sales Executive,Graduate,12,3,121029,4,4,3,4,Yes,Rarely,4,8,2,20,No
EMP0841,36,Female,Married,Sales,Account Manager,Graduate,14,1,116880,14,2,1,2,No,No Travel,5,13,1,32,Yes
EMP0842,53,Female,Single,Finance,Accounts Executive,Post-Graduate,12,6,127351,17,4,4,1,No,No Travel,4,41,2,39,No
EMP0843,22,Male,Divorced,Finance,Senior Accountant,Graduate,14,5,137923,9,2,3,3,No,Rarely,1,45,3,22,Yes
EMP0844,28,Female,Married,Technology,Tech Lead,Post-Graduate,7,0,146420,7,2,4,4,No,Rarely,0,5,4,19,No
EMP0845,42,Female,Married,Sales,Sales Lead,Graduate,9,1,98682,10,2,3,4,No,Rarely,7,32,4,72,No
EMP0846,48,Male,Married,Finance,Senior Accountant,Graduate,9,0,109999,9,4,3,1,No,Rarely,1,16,4,34,No
EMP0847,48,Female,Married,Finance,Financial Analyst,Graduate,4,2,99375,25,4,2,2,No,Rarely,0,43,2,56,No
EMP0848,41,Female,Married,Technology,Tech Lead,Graduate,11,0,179020,5,4,3,2,Yes,Rarely,5,25,4,48,No
EMP0849,23,Female,Married,Technology,Software Engineer,Graduate,1,1,113402,22,4,2,2,No,Frequently,5,60,4,76,No
EMP0850,24,Male,Married,Finance,Senior Accountant,Post-Graduate,4,2,87540,8,1,1,3,No,Rarely,6,40,3,75,No
